pma_number,supplement_number,applicant,street_1,street_2,city,state,zip,zip_ext,generic_name,trade_name,product_code,advisory_committee,advisory_committee_description,supplement_type,supplement_reason,expedited_review_flag,date_received,decision_date,docket_number,fed_reg_notice_date,decision_code,ao_statement,device_name,medical_specialty_description,regulation_number,device_class
P020028,,"PHILIPS MEDICAL SYSTEMS, INC.",3000 MINUTEMAN RD. MS 0491,,ANDOVER,MA,01810,1099,"Oximeter, fetal pulse",SERIES 50 XMO (MODEL M1350C) FETAL/MATERNAL MONITOR SYSTEM WITH INTEGRATED FETAL OXYGEN SATURATION MONITORING,MMA,OB,Obstetrics/Gynecology,,,N,2002-07-09,2003-01-03,03M-0241,2003-06-25,APWD,"APPROVAL FOR THE SERIES 50 XMO (MODEL M1350C) FETAL/MATERNAL MONITOR SYSTEM WITH INTEGRATED FETAL OXYGEN SATURATION MONITORING, M1365A FETAL SPO2 PATIENT MODULE, AND THE NELLCOR OXIFIRST FS14 SENSOR.  THIS DEVICE IS INTENDED FOR CONTINUOUS MONITORING OF INTRAPARTUM FETAL OXYGEN SATURATION (FSPO2) AND THE FSPO2 PARAMETER IS INDICATED AS AN ADJUNCT TO FETAL HEART RATE (FHR) MONITORING IN THE PRESENCE OF A NONREASSURING FETAL HEART RATE PATTERN.  IT SHOULD ONLY BE USED AFTER AMNIOTIC MEMBRANES HAVE RUPTURED AND ON A SINGLETON FETUS IN VERTEX PRESENTATION WITH A GESTATIONAL AGE GREATER THAN OR EQUAL TO 36 WEEKS.","Oximeter, Fetal Pulse",Unknown,,3
P950021,S006,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",BAYER ADVIA IMS PSA ASSAY,MTF,IM,Immunology,Real-Time Process,Change Design/Components/Specifications/Material,N,2003-07-16,2003-09-02,,,APPR,"APPROVAL OF THE IMMUNO 1 PROSTATE SPECIFIC ANTIGEN (PSA) ON THE ADVIA INTEGRATED MODULAR SYSTEM (IMS).  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME ADVIA IMS PROSTATE SPECIFIC ANTIGEN (PSA) AND IS INDICATED FOR:  THE ADVIA IMS PROSTATE SPECIFIC ANTIGEN (PSA) METHOD IS FOR IN VITRO DIAGNOSTIC USE TO QUANTITATIVELY MEASURE PROSTATE SPECIFIC ANTIGEN (PSA) IN HUMAN SERUM.  THIS ASSAY IS INDICATED FOR THE MEASUREMENT OF THE SERUM PSA IN CONJUNCTION WITH DIGITAL RECTAL EXAM (DRE) AS AN AID IN THE DETECTION OF PROSTATE CANCER IN MEN AGED 50 YEAR AND OLDER.  THIS ASSAY IS FURTHER INDICATED AS AN AID IN THE MANAGEMENT (MONITORING) OF PROSTATE CANCER PATIENTS.  THIS DIAGNOSTIC METHOD IS NOT INTENDED FOR USE ON ANY OTHER SYSTEM.","Total, Prostate Specific Antigen (Noncomplexed & Complexed) For Detection Of Prostate Cancer",Unknown,,3
P120010,,MEDTRONIC Inc.,18000 DEVONSHIRE STREET,,NORTHRIDGE,CA,91325,1219,"Automated insulin dosing , threshold suspend",MINIMED 530G SYSTEM,OZO,CH,Clinical Chemistry,,,Y,2012-06-05,2013-09-26,13M-1206,2013-09-30,APPR,"APPROVAL FOR THE MINIMED 5300 SYSTEM. THIS DEVICE IS INDICATED FOR THE FOLLOWING:MINIMED 530G SYSTEM - THE MINIMED 530G SYSTEM IS INTENDED FOR CONTINUOUS DELIVERY OF BASAL INSULIN (AT USER SELECTABLE RATES) AND ADMINISTRATION OF INSULIN BOLUSES (IN USER SELECTABLE AMOUNTS) FOR THEMANAGEMENT OF DIABETES MELLITUS IN PERSONS, SIXTEEN YEARS OF AGE AND OLDER, REQUIRING INSULIN AS WELL AS FOR THE CONTINUOUS MONITORING AND TRENDING OF GLUCOSE LEVELS IN THE FLUID UNDER THE SKIN. THE MINIMED 530G SYSTEM CAN BE PROGRAMMED TO AUTOMATICALLY SUSPEND DELIVERY OF INSULIN WHEN THE SENSOR GLUCOSE VALUE FALLS BELOW A PREDEFINED THRESHOLD VALUE. FOR ADDITIONAL INFORMATION PLEASE REFER TO APPROVAL ORDER.","Automated Insulin Dosing , Threshold Suspend",Unknown,,3
P160017,S031,"MEDTRONIC MINIMED, INC.",18000 DEVONSHIRE STREET,,NORTHRIDGE,CA,91325,,"Automated insulin dosing device system, single hormonal control",MiniMed 670G System,OZP,CH,Clinical Chemistry,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2018-01-26,2018-06-21,18M-2461,2018-07-26,APPR,"Approval for the MiniMed 670G System.  The Medtronic MiniMed 670G system is intended for continuous delivery of basal insulin (at user selectable rates) and administration of insulin boluses (in user selectable amounts) for the management of Type 1 diabetes mellitus in persons, seven years of age and older, requiring insulin as well as for the continuous monitoring and trending of glucose levels in the fluid under the skin. The MiniMed 670G System includes SmartGuard technology, which can be programmed to automatically adjust delivery of basal insulin based on Continuous Glucose Monitor sensor glucose values, and can suspend delivery of insulin when the sensor glucose value falls below or is predicted to fall below predefined threshold values.The Medtronic MiniMed 670G System consists of the following devices: MiniMed 670G Pump, the Guardian Link (3) Transmitter, the Guardian Sensor (3), One-Press Serter, and the Contour NEXT Link 2.4 Glucose Meter. The system requires a prescription.The Guardian Sensor (3) glucose values are not intended to be used directly for making therapy adjustments, but rather to provide an indication of when a finger stick may be required. All therapy adjustments should be based on measurements obtained using a home glucose monitor and not on values provided by the Guardian Sensor (3).Guardian Sensor (3)The Guardian Sensor (3) is intended for use with the MiniMed 670G system to continuously monitor glucose levels in persons with diabetes. It is intended to be used for detecting trends and tracking patterns, and to be used by the MiniMed 670G system to automatically adjust basal insulin levels. It is indicated for use as an adjunctive device to complement, not replace, information obtained from standard blood glucose monitoring devices. The sensor is intended for single use and requires a prescription. The Guardian Sensor (3) is indicated for 7 days of continuous use.One-press Serter The One-press serter is used as an aid for inserting the sensor. It is indicated for single-patient use and it is not intended for multiple-patient use.Guardian Link (3) Transmitter The Guardian Link (3) Transmitter is intended for use with the MiniMed 670G System. The Guardian Link (3) Transmitter powers the glucose sensor, collects and calculates sensor data, and wirelessly sends the data to the MiniMed 670G insulin pump. The Transmitter is intended for single-patient multi-use. Contour NEXT Link 2.4 Glucose MeterThe Contour Next Link 2.4 Wireless Blood Glucose Monitoring System is an over the counter (OTC) device utilized by persons with diabetes in home settings for the measurement of glucose in whole blood, and is for single patient use only and should not be shared. The Contour Next Link 2.4 wireless blood glucose monitoring system is indicated for use with fresh capillary whole blood samples drawn from the fingertip and palm only. The Contour NEXT Test Strips are intended for self-testing by persons with diabetes for the quantitative measurement of glucose in whole blood samples from 20 to 600 mg/dL. The Contour Next Link 2.4 wireless blood glucose monitoring system is intended to be used to transmit glucose values to the MiniMed 670G pump and facilitate transfer of information to Medtronic CareLink Software through the use of radio frequency communication. The Contour Next Link 2.4 Wireless Blood Glucose Monitoring System is not intended for the diagnosis of, or screening for, diabetes mellitus. It is not intended for use on neonates.","Automated Insulin Dosing Device System, Single Hormonal Control",Unknown,,3
P930016,S044,"AMO Manufacturing USA, LLC",510 Cottonwood Drive,,Milpitas,CA,95035,,Excimer laser system,STAR S4 IR EXCIMER LASER SYSTEM WITH IDESIGN WAVESCAN STUDIO SYSTEM,LZS,OP,Ophthalmic,Panel Track,Change Design/Components/Specifications/Material,N,2014-11-10,2015-05-06,15M-1707,2015-07-15,APPR,"APPROVAL FOR THE STAR S4 IR EXCIMER LASER SYSTEM AND IDESIGN ADVANCED WAVESCAN STUDIO SYSTEM. THIS DEVICE USES A 6.0 MM OPTICAL ZONE, AND 8.0 MM TREATMENT ZONE, AND IS INDICATED FOR WAVEFRONT-GUIDED (WFG) LASER ASSISTED IN SITU KERATOMILEUSIS (LASIK) IN PATIENTS:1) WITH MYOPIA AS MEASURED BY THE IDESIGN ADVANCED WAVESCAN STUDIO SYSTEM UP TO -11 D SPHERICAL EQUIVALENT WITH UP TO -5 D CYLINDER; AND2) WITH AGREEMENT BETWEEN MANIFEST REFRACTION (ADJUSTED FOR OPTICAL INFINITY) AND IDESIGN ADVANCED WAVESCAN STUDIO SYSTEM REFRACTION AS FOLLOWS:1) SPHERICAL EQUIVALENT: MAGNITUDE OF THE DIFFERENCE IS LESS THAN 0.625 D; AND 2) CYLINDER: MAGNITUDE OF THE DIFFERENCE IS LESS THAN OR EQUAL TO 0.5 D; A) 18 YEARS OF AGE OR OLDER; AND B) WITH REFRACTIVE STABILITY (A CHANGE OF ¿ 1.0 D IN SPHERE OR CYLINDER FOR A MINIMUM OF 12 MONTHS PRIOR TO SURGERY).",Excimer Laser System,Unknown,,3
P150005,S014,Boston Scientific Corp.,150 BAYTECH DRIVE,,SAN JOSE,CA,95134,,"Catheter, percutaneous, cardiac ablation, for treatment of atrial fibrillation",Blazer Open-Irrigated Ablation Catheter and IntellaNav Open-Irrigated Ablation Catheter,OAE,CV,Cardiovascular,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2017-02-22,2017-12-21,17M-6970,2018-01-23,APPR,"Approval for the Blazer and IntellaNav Open-Irrigated Ablation Catheters.  The Blazer and IntellaNav Open-Irrigated Ablation Catheters, when used with a compatible Radiofrequency Controller and Irrigation Pump, are indicated for cardiac electrophysiological mapping, delivering diagnostic pacing stimuli, radiofrequency ablation of sustain or recurrent Type 1 Atrial Flutter in patients age 18 or older, and treatment of drug refractory, recurrent, symptomatic, paroxysmal atrial fibrillation (PAF) in patients age 18 years or older, when used with a compatible mapping system.","Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Fibrillation",Unknown,,3
P950021,S001,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,PROSTATE-SPECIFIC ANTIGEN (PSA) FOR MANAGEMENT OF PROSTATE CANCERS,BAYER IMMUNO 1 SYSTEM,LTJ,IM,Immunology,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,1998-12-22,1999-06-25,99M-2748,,APPR,Approval for the Bayer Immuno 1(TM) PSA assay.  This device is indicated for the measurement of serum PSA in conjunction with digital rectal exam (DRE) as an aid in the detection of prostate cancer in men aged 50 years and older.  This assay is further indicated as an aid in the management (monitoring) of prostate cancer patients.,Prostate-Specific Antigen (Psa) For Management Of Prostate Cancers,Immunology,866.6010,2
P140021,S005,ROCHE DIAGNOSTICS OPERATIONS INC,9115 HAGUE ROAD,P.O. BOX 50416,INDIANAPOLIS,IN,46250,0416,"Assay, enzyme linked immunosorbent, hepatitis c virus",ELECSYS  ANTI-HCV II TEST SYSTEM,MZO,MI,Microbiology,Normal 180 Day Track,,N,2016-01-29,2016-07-25,,,APPR,"Approval for the migration of claims from the FDA approved Elecsys Anti-HCV II Immunoassay and Elecsys PreciControl Anti-HCV on the cobas e 601 immunoassay analyzer to the Modular ANALYTICS E170 analyzer.  The device, as modified, will be marketed under the trade name Elecsys Anti-HCV II Immunoassay and Elecsys PreciControl Anti-HCV and is indicated for:   Elecsys Anti-HCV II Immunoassay:  Immunoassay for the in vitro qualitative detection of antibodies to hepatitis C virus (HCV) in human adult and pediatric (ages 18 months through 21 years) serum and plasma (potassium EDTA, lithium heparin, sodium heparin, and sodium citrate).  Assay results, in conjunction with other laboratory results and clinical information, may be used to aid in the presumptive diagnosis of HCV infection in persons with signs and symptoms of hepatitis and in persons at risk for hepatitis C infection.  The test does not determine the state of infection or associated disease. The electrochemiluminescence immunoassay ECLIA is intended for use on the cobas e 601 and MODULAR ANALYTICS E170 immunoassay analyzers. Elecsys PreciControl Anti-HCV:  Elecsys PreciControl Anti-HCV is used for quality control of the Elecsys Anti-HCV and the Elecsys Anti-HCV II immunoassays on the cobas e 601 and the MODULAR ANALYTICS E170 immunoassay analyzers.","Assay, Enzyme Linked Immunosorbent, Hepatitis C Virus",Unknown,,3
P960058,S030,ADVANCED BIONICS,28515 WESTINGHOUSE PLACE,,VALENCIA,CA,91355,,"Implant, cochlear",HIRESOLUTION BIONIC EAR SYSTEM (HIRES 90K),MCM,EN,"Ear, Nose, Throat",Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2003-03-18,2003-07-07,,,APPR,"APPROVAL FOR THE REPACKAGED ICS (IMPLANTABLE COCHLEAR STIMULATOR), REFERRED TO AS HIRES 90K, AND ITS ASSOCIATED SURGICAL TOOLS.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME HIRESOLUTION BIONIC EAR SYSTEM AND IS INDICATED FOR ADULTS AND THE PEDIATRIC POPULATION AGED 12-MONTHS THROUGH 17 YEARS, 11-MONTHS OF AGE.","Implant, Cochlear",Unknown,,3
P030024,S010,ORTHO-CLINICAL DIAGNOSTICS,100 INDIGO CREEK DR.,,ROCHESTER,NY,14626,5101,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)",VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACK & CALIBRATOR,LOM,MI,Microbiology,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2009-02-12,2009-09-11,,,APPR,"APPROVAL FOR THE REVISION OF THE INTENDED USE TO INCLUDE USER OF THE VITROS 5600 INTEGRATED SYSTEM AND VITROS 3600 IMMUNODIAGNOSTIC SYSTEM WITH THE ANTI-HBC ASSAY.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACK AND VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC CALIBRATOR AND IS INDICATED FOR: VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACK: FOR THE IN VITRO QUALITATIVE DETECTION OF TOTAL ANTIBODY (LGG AND IGM) TO HEPATITIS B CORE ANTIGEN(TOTAL ANTI-HBC) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (EDTA AND CITRATE) AND NEONATESERUM USING THE VITROS ECI/ECIQ IMMUNODIAGNOSTIC SYSTEMS, THE VITROS 3600IMMUNODIAGNOSTIC SYSTEM AND THE VITROS 5600 INTEGRATED SYSTEM.ASSAY RESULTS, IN CONJUNCTION WITH OTHER SEROLOGICAL AND CLINICAL INFORMATION, MAY BE USED FOR THELABORATORY DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B, OR RECOVERY FROM HEPATITIS B INFECTION. THE PRESENCE OF ANTI-HBC MAY BE USED AS AN AID IN THE DETERMINATION OF EXPOSURE TOHBV INFECTION FOR INDIVIDUALS PRIOR TO HBV VACCINATION.VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC CALIBRATOR:FOR USE IN THE CALIBRATION OF THE VITROS ECI/ECIQ IMMUNODIAGNOSTIC SYSTEMS, THE VITROS 3600 IMMUNODIAGNOSTIC SYSTEM AND THE VITROS 5600 INTEGRATED SYSTEM FOR THE IN VITROQUALITATIVE DETECTION OF TOTAL ANTIBODY (IGG AND IGM) TO HEPATITIS B VIRUS CORE ANTIGEN (TOTAL ANTI HBC) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (EDTA AND CITRATE) AND NEONATE SERUMUSING VITROS ANTI-HBC IGM REAGENT PACKS.  THE VITROS ANTI-HBC CALIBRATOR HAS BEEN VALIDATED FOR USE ONLY ON THE VITROS ECI/ECIQIMMUNODIAGNOSTIC SYSTEMS, THE VITROS 3600 IMMUNODIAGNOSTIC SYSTEM AND THE VITROS 5600INTEGRATED SYSTEM WITH THE VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACKS.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
P960019,,"LASER VISION CENTERS, INC.","540 MARYVILLE CENTRE DR., #200",,ST. LOUIS,MO,63141,,Excimer laser system,LASERVISION/VISX EXCIMER LASER MODEL C,LZS,OP,Ophthalmic,,,N,1996-06-03,1996-11-15,97M-0256,1997-07-23,APWD,"DEVICE INDICATED FOR: 1)PTK IN PATIENTS W/DECREASED BEST CORRECTED VISUAL ACUITY AND/OR WITH DISABLING PAIN THAT ARE THE RESULT OF SUPERFICIAL CORNEAL EPITHELIAL IRREGULARITIES OR STROMAL SCARS IN THE ANTERIOR ONE-THIRD OF THE CORNEA. THE PATIENTS MUST HAVE FAILED W/ALTERNATIVE TREATMENT OPTIONS. FOR SAFETY, THE IMMEDIATE POSTOPERATIVE CORNEAL THICKNESS MUST NOT BE LESS THAN 250 MICRONS. EXAMPLES OF THOSE CONDITIONS THAT WARRANT PTK ARE: A)CORNEAL SCARS & OPACITY (FROM TRAUMA AND INACTIVE INFECTIONS), B)DYSTROPHIES (REIS-BUCKLER'S, GRANULAR AND LATTICE), C)THYGESON'S SUPERFICIAL KERATITIS, D) IRREGULAR CORNEAL SURFACES ASSOCIATED W/FILAMENTARY KERATITIS AND SALZMANN'S NODULAR DEGENERATION, E)RESIDUAL BAND KERATOPATHY AFTER UNSUCCESSFUL EDTA TREATMENT, AND, F)SCARS SUBSEQUENT TO PREVIOUS (NOT CONCURRENT) PTERYGIUM EXCISION.  2)PRK FOR A 6.0 ABLATION ZONE IN PATIENTS WHO ARE MYOPIC AND MEET ALL OF THE FOLLOWING CRITERIA: 1)1.0 TO 6.0 DIOPTERS (D) OF MYOPIA WITH ASTIGMATISM OF 2.0 DIOPTERS; B)REFRACTIVE CHANGE IS WITHIN 0.5D FOR ONE YEAR PRIOR TO THE LASER TREATMENT; AND C)18 YEARS OF AGE OR OLDER.",Excimer Laser System,Unknown,,3
P150021,,Abbott Diabetes Care Inc.,1360 SOUTH LOOP RD.,,ALAMEDA,CA,94502,,"Sensor, glucose, invasive",FREESTYLE LIBRE PRO FLASH GLUCOSE MONITORING SYSTEM,MDS,CH,Clinical Chemistry,,,N,2015-06-19,2016-09-23,16M-2971,2016-09-26,APPR,"The FreeStyle Libre Pro Flash Glucose Monitoring System is a professional continuous glucose monitoring (CGM) device indicated for detecting trends and tracking patterns in persons (age 18 and older) with diabetes. The System is intended for use by health care professionals and requires a prescription. Readings from the FreeStyle Libre Pro Sensor are only made available to patients through consultation with a health care professional. The System does not require user calibration with blood glucose values.The FreeStyle Libre Pro System aids in the detection of glucose level excursions above or below the desired range, facilitating therapy adjustments. Interpretation of the FreeStyle Libre Pro Flash Glucose Monitoring System readings should be based on the trends and patterns analyzed through time using the reports available.","Sensor, Glucose, Invasive",Unknown,,3
P000025,S021,MED-EL CORP.,FURSTENWEG 77a,,INNSBRUCK,,6020,,"Implant, cochlear",SONATATI100 COCHLEAR IMPLANT,MCM,EN,"Ear, Nose, Throat",Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2006-12-15,2007-06-22,,,APPR,"APPROVAL FOR THE SONATATI100 COCHLEAR IMPLANT AND IS INDICATED FOR THE FOLLOWING PATIENT POPULATIONS: ADULTS EIGHTEEN (18) YEARS OF AGE OR OLDER WHO HAVE BILATERAL, SENSORINEURAL HEARING IMPAIRMENT AND OBTAIN LIMITED BENEFIT FROM APPROPRIATELY FITTED BINAURAL HEARING AIDS. THESE INDIVIDUALS TYPICALLY DEMONSTRATE BILATERAL SEVERE TO PROFOUND SENSORINEURAL HEARING LOSS DETERMINED BY A PURE TONE AVERAGE OF 70 DB OR GREATER AT 500 HZ, 1000 HZ, AND 2000 HZ. LIMITED BENEFIT FROM AMPLIFICATION IS DEFINED BY TEST SCORES OF 40% CORRECT OR LESS IN BEST-AIDED LISTENING CONDITION ON CD RECORDED TESTS OF OPEN-SET SENTENCE RECOGNITION (HEARING IN NOISE TEST [HINT] SENTENCES).  CHILDREN AGED TWELVE (12) MONTHS TO SEVENTEEN (17) YEARS ELEVEN (11) MONTHS MUST DEMONSTRATE A PROFOUND, BILATERAL SENSORINEURAL HEARING LOSS WITH THRESHOLDS OF 90 DB OR GREATER AT 1000 HZ. IN YOUNGER CHILDREN, LITTLE OR NO BENEFIT IS DEFINED BY LACK OF PROGRESS IN THE DEVELOPMENT OF SIMPLE AUDITORY SKILLS IN CONJUNCTION WITH APPROPRIATE AMPLIFICATION AND PARTICIPATION IN INTENSIVE AURAL HABILITATION OVER A THREE (3) TO SIX (6) MONTH PERIOD. IN OLDER CHILDREN, LACK OF AID BENEFIT IS DEFINED AS < 20% CORRECT ON THE MULTI-SYLLABIC LEXICAL NEIGHBOURHOOD TEST (MLNT) OR LEXICAL NEIGHBOURHOOD TEST (LNT), DEPENDING UPON THE CHILD'S COGNITIVE ABILITY AND LINGUISTIC SKILLS. A THREE (3) TO SIX (6) MONTH HEARING AID TRIAL IS REQUIRED FOR CHILDREN WITHOUT PREVIOUS EXPERIENCE WITH HEARING AIDS.  RADIOLOGICAL EVIDENCE OF COCHLEAR OSSIFICATION MAY JUSTIFY A SHORTER TRIAL WITH AMPLIFICATION.","Implant, Cochlear",Unknown,,3
P970043,S020,ALCON LABORATORIES,6201 S FREEWAY,,FT WORTH,TX,76134,,Excimer laser system,LADARVISION 4000 EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2005-05-27,2006-05-01,06M-0323,2006-08-17,APPR,"APPROVAL FOR THE LADARVISION 4000 EXCIMER LASER SYSTEM AND THE LADAR 6000 EXCIMER LASER SYSTEM.  THESE DEVICES USE A 6.5 MM OPTICAL ZONE AND A 9.0 TREATMENT ZONE AND ARE INDICATED FOR WAVE-FRONT GUIDED CUSTOMCORNEA LASER ASSISTED IN-SITU KERATOMILEUSIS (LASIK): 1) FOR THE REDUCTION OR ELIMINATION OF HYPEROPIA AND HYPEROPIC ASTIGMATISM OF +0.75 D TO LESS THAT +5.00 D OF SPHERE WITH UP TO -3.00 D OF CYLINDER (WHICH HAS A MAGNITUDE LESS THAN OR EQUAL TO THE SPHERE IN MINUS CYLINDER CONVENTION) AND UP TO +5.00 CYCLOPLEGIC SPHERICAL EQUIVALENT AT THE SPECTACLE PLANE; 2) IN PATIENTS 21 YEARS OF AGE OR OLDER; AND 3) IN PATIENTS WITH DOCUMENTED STABILITY OF REFRACTION FOR THE PRIOR 12 MONTHS, AS DEMONSTRATED BY A CHANGE IN SPHERE AND CYLINDER OF LESS THAN OR EQUAL TO 0.50 D.",Excimer Laser System,Unknown,,3
P090022,S022,"LENSTEC, INC.",1765 COMMERCE AVE N,,ST. PETERSBURG,FL,33716,,intraocular lens,SOFTEE HD POSTERIOR CHAMBER INTRAOCULAR LENS (PCIOL),HQL,OP,Ophthalmic,Real-Time Process,Change Design/Components/Specifications/Material,N,2014-05-12,2014-06-16,,,APPR,"APPROVAL TO REDUCE THE SIZE OF THE SECONDARY PACKAGING WHICH HOUSES THE POUCHED INTRAOCULAR LENSES, LABEL AND DIRECTIONS FOR USE (DFU). THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME SOFTEC HD, SOFTEC I, AND SOFTEC HDO AND IS INDICATED FOR THE REPLACEMENT OF THE HUMAN CRYSTALLINE LENS FOLLOWING PHACOEMULSIFICATON CATARACT REMOVAL INADULTS OVER THE AGE OF 21.",Intraocular Lens,Ophthalmic,886.3600,3
P950021,S002,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,PROSTATE-SPECIFIC ANTIGEN (PSA) FOR MANAGEMENT OF PROSTATE CANCERS,ACS:180(TM)/ADVIA CENTAUR(TM) PSA ASSAY,LTJ,IM,Immunology,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2000-07-31,2000-12-22,01M-0038,2001-02-07,APPR,"APPROVAL FOR THE ACS:180 AND ADVIA CENTAUR IMMUNOASSAY ANALYZERS.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAMES ACS:180 PSA IMMUNOASSAY AND ADVIA CENTAUR PSA IMMUNOASSAY AND IS INDICATED FOR THE FOLLOWING:  THE BAYER ACS:180(TM) AND ADVIA CENTAUR(TM) PSA ASSAYS ARE IN VITRO DEVICES INTENDED FORO THE QUANTITATIVE MEASUREMENT OF PROSTATE-SPECIFIC ANTIGEN (PSA) IN HUMAN SERUM.  THESE DEVICES ARE INDICATED FOR THE MEASUREMENT OF SERUM PSA IN CONJUNCTION WITH DIGITAL RECTAL EXAM (DRE) AS AN AID IN THE DETECTION PROSTATE CANCER IN MEN AGED 50 YEARS AND OLDER.  PROSTATE BIOPSY IS REQUIRED FOR THE DIAGNOSIS OF PROSTATE CANCER.  THESE DEVICES ARE FURTHER INDICATED AS AN AID IN THE MANAGEMENT (MONITORING) OF PROSTATE CANCER PATIENTS.",Prostate-Specific Antigen (Psa) For Management Of Prostate Cancers,Immunology,866.6010,2
P040024,S051,Q-Med AB,SEMINARIEGATAN 21,,UPPSALA,,SE-75,752-,"Implant, dermal, for aesthetic use",RESTYLANE INJECTABLE GEL,LMH,SU,"General, Plastic Surgery",Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2010-12-01,2011-10-11,11M-0735,2011-10-20,APPR,"APPROVAL FOR RESTYLANE INJECTABLE GEL.  THIS DEVICE IS INDICATED FOR: 1)  MID-TO-DEEP DERMAL IMPLANTATION FOR THE CORRECTION OF MODERATE TO SEVERE FACIAL WRINKLES AND FOLDS, SUCH AS NASOLABIAL FOLDS; AND 2) SUBMUCOSAL IMPLANTATION FOR LIP AUGMENTATION IN PATIENTS OVER THE AGE OF 21.","Implant, Dermal, For Aesthetic Use",Unknown,,3
